4104,"por","José L. Alonso","saturday-afternoon",2024,4,1,3,"Jesus Cristo no centro de nossa vida","/general-conference/2024/04/24alonso","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2040-jose-l-alonso-32k-por.mp3"
4104,"spa","José L. Alonso","saturday-afternoon",2024,4,1,3,"Jose L. Alonso","/general-conference/2024/04/24alonso","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2040-jose-l-alonso-32k-spa.mp3"
4103,"eng","Brent H. Nielson","saturday-afternoon",2024,4,1,2,"A Record of What I Have Both Seen and Heard","/general-conference/2024/04/23nielson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2030-brent-h-nielson-32k-eng.mp3"
4103,"por","Brent H. Nielson","saturday-afternoon",2024,4,1,2,"Um registro do que vi e ouvi","/general-conference/2024/04/23nielson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2030-brent-h-nielson-32k-por.mp3"
4103,"spa","Brent H. Nielson","saturday-afternoon",2024,4,1,2,"Una relación de las cosas que he visto y oído","/general-conference/2024/04/23nielson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2030-brent-h-nielson-32k-spa.mp3"
4102,"eng","Massimo De Feo","saturday-afternoon",2024,4,1,1,"Rise! He Calleth Thee","/general-conference/2024/04/22de-feo","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2020-massimo-de-feo-32k-eng.mp3"
4102,"por","Massimo De Feo","saturday-afternoon",2024,4,1,1,"Levanta-te! Que Ele te chama","/general-conference/2024/04/22de-feo","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2020-massimo-de-feo-32k-por.mp3"
4102,"spa","Massimo De Feo","saturday-afternoon",2024,4,1,1,"Massimo De Feo","/general-conference/2024/04/22de-feo","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2020-massimo-de-feo-32k-spa.mp3"
4101,"eng","David A. Bednar","saturday-afternoon",2024,4,1,0,"“Be Still, and Know That I Am God”","/general-conference/2024/04/21bednar","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2010-david-a-bednar-32k-eng.mp3"
4101,"por","David A. Bednar","saturday-afternoon",2024,4,1,0,"“Aquietai-vos, e sabei que eu sou Deus”","/general-conference/2024/04/21bednar","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2010-david-a-bednar-32k-por.mp3"
4101,"spa","David A. Bednar","saturday-afternoon",2024,4,1,0,"David A. Bednar","/general-conference/2024/04/21bednar","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-2010-david-a-bednar-32k-spa.mp3"
4100,"eng","Henry B. Eyring","saturday-morning",2024,4,0,7,"All Will Be Well Because of Temple Covenants","/general-conference/2024/04/18eyring","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1080-henry-b-eyring-32k-eng.mp3"
4100,"por","Henry B. Eyring","saturday-morning",2024,4,0,7,"Tudo ficará bem por causa dos convênios do templo","/general-conference/2024/04/18eyring","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1080-henry-b-eyring-32k-por.mp3"
4100,"spa","Henry B. Eyring","saturday-morning",2024,4,0,7,"Todo estará bien gracias a los convenios del templo","/general-conference/2024/04/18eyring","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1080-henry-b-eyring-32k-spa.mp3"
4099,"eng","Jack N. Gerard","saturday-morning",2024,4,0,6,"Integrity: A Christlike Attribute","/general-conference/2024/04/17gerard","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1070-jack-n-gerard-32k-eng.mp3"
4099,"por","Jack N. Gerard","saturday-morning",2024,4,0,6,"Jack N. Gerard","/general-conference/2024/04/17gerard","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1070-jack-n-gerard-32k-por.mp3"
4099,"spa","Jack N. Gerard","saturday-morning",2024,4,0,6,"Integridad: un atributo cristiano","/general-conference/2024/04/17gerard","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1070-jack-n-gerard-32k-spa.mp3"
4098,"eng","Ulisses Soares","saturday-morning",2024,4,0,5,"Covenant Confidence through Jesus Christ","/general-conference/2024/04/16soares","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1060-ulisses-soares-32k-eng.mp3"
4098,"por","Ulisses Soares","saturday-morning",2024,4,0,5,"Ulisses Soares","/general-conference/2024/04/16soares","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1060-ulisses-soares-32k-por.mp3"
4098,"spa","Ulisses Soares","saturday-morning",2024,4,0,5,"Ulisses Soares","/general-conference/2024/04/16soares","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1060-ulisses-soares-32k-spa.mp3"
4097,"eng","Alexander Dushku","saturday-morning",2024,4,0,4,"Pillars and Rays","/general-conference/2024/04/15dushku","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1050-alexander-dushku-32k-eng.mp3"
4097,"por","Alexander Dushku","saturday-morning",2024,4,0,4,"Alexander Dushku","/general-conference/2024/04/15dushku","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1050-alexander-dushku-32k-por.mp3"
4097,"spa","Alexander Dushku","saturday-morning",2024,4,0,4,"Alexander Dushku","/general-conference/2024/04/15dushku","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1050-alexander-dushku-32k-spa.mp3"
4096,"eng","J. Anette Dennis","saturday-morning",2024,4,0,3,"Put Ye On the Lord Jesus Christ","/general-conference/2024/04/14dennis","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1040-j-anette-dennis-32k-eng.mp3"
4096,"por","J. Anette Dennis","saturday-morning",2024,4,0,3,"“Revesti-vos do Senhor Jesus Cristo”","/general-conference/2024/04/14dennis","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1040-j-anette-dennis-32k-por.mp3"
4096,"spa","J. Anette Dennis","saturday-morning",2024,4,0,3,"J. Anette Dennis","/general-conference/2024/04/14dennis","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1040-j-anette-dennis-32k-spa.mp3"
4095,"eng","Jeffrey R. Holland","saturday-morning",2024,4,0,2,"Motions of a Hidden Fire","/general-conference/2024/04/13holland","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1030-jeffrey-r-holland-32k-eng.mp3"
4095,"por","Jeffrey R. Holland","saturday-morning",2024,4,0,2,"Jeffrey R. Holland","/general-conference/2024/04/13holland","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1030-jeffrey-r-holland-32k-por.mp3"
4095,"spa","Jeffrey R. Holland","saturday-morning",2024,4,0,2,"Jeffrey R. Holland","/general-conference/2024/04/13holland","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1030-jeffrey-r-holland-32k-spa.mp3"
4094,"eng","Jared B. Larson","saturday-morning",2024,4,0,1,"Church Auditing Department Report, 2023","/general-conference/2024/04/12larson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1020-church-auditing-department-report-2023-32k-eng.mp3"
4094,"por","Jared B. Larson","saturday-morning",2024,4,0,1,"Jared B. Larson","/general-conference/2024/04/12larson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1020-church-auditing-department-report-2023-32k-por.mp3"
4094,"spa","Jared B. Larson","saturday-morning",2024,4,0,1,"Jared B. Larson","/general-conference/2024/04/12larson","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1020-church-auditing-department-report-2023-32k-spa.mp3"
4093,"eng","Dallin H. Oaks","saturday-morning",2024,4,0,0,"Sustaining of General Authorities, Area Seventies, and General Officers","/general-conference/2024/04/11oaks","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-eng.mp3"
4093,"por","Dallin H. Oaks","saturday-morning",2024,4,0,0,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais","/general-conference/2024/04/11oaks","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-por.mp3"
4093,"spa","Dallin H. Oaks","saturday-morning",2024,4,0,0,"Sostenimiento de las Autoridades Generales, los Setentas de Área y los Oficiales Generales","/general-conference/2024/04/11oaks","https://media2.ldscdn.org/assets/general-conference/april-2024-general-conference/2024-04-1010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-spa.mp3"
4092,"eng","Russell M. Nelson","sunday-afternoon",2023,10,4,6,"Russell M. Nelson","/general-conference/2023/10/51nelson","https://media2.ldscdn.org/assets/general-conference/october-2023-general-conference/2023-10-5070-russell-m-nelson-32k-eng.mp3"
4092,"por","Russell M. Nelson","sunday-afternoon",2023,10,4,6,"Russell M. Nelson","/general-conference/2023/10/51nelson","https://media2.ldscdn.org/assets/general-conference/october-2023-general-conference/2023-10-5070-russell-m-nelson-32k-por.mp3"
4092,"spa","Russell M. Nelson","sunday-afternoon",2023,10,4,6,"Russell M. Nelson","/general-conference/2023/10/51nelson","https://media2.ldscdn.org/assets/general-conference/october-2023-general-conference/2023-10-5070-russell-m-nelson-32k-spa.mp3"
4091,"eng","Christophe G. Giraud-Carrier","sunday-afternoon",2023,10,4,5,"Christophe G. Giraud-Carrier","/general-conference/2023/10/56giraud-carrier","https://media2.ldscdn.org/assets/general-conference/october-2023-general-conference/2023-10-5060-christophe-g-giraud-carrier-32k-eng.mp3"
4091,"por","Christophe G. Giraud-Carrier","sunday-afternoon",2023,10,4,5,"Christophe G. Giraud-Carrier","/general-conference/2023/10/56giraud-carrier","https://media2.ldscdn.org/assets/general-conference/october-2023-general-conference/2023-10-5060-christophe-g-giraud-carrier-32k-por.mp3"
