"name","type","year","month","session_order","talk_order","title","base_uri","mp3"
"Gary E. Stevenson","saturday-morning",2023,4,0,0,"El relato más grandioso de la Pascua de Resurrección que se haya contado","/general-conference/2023/04/11stevenson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1010-gary-e-stevenson-32k-spa.mp3"
"Bonnie H. Cordon","saturday-morning",2023,4,0,1,"Nunca dejen pasar la oportunidad de testificar de Cristo","/general-conference/2023/04/12cordon","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1020-bonnie-h-cordon-32k-spa.mp3"
"Carl B. Cook","saturday-morning",2023,4,0,2,"Simplemente sigue adelante, con fe","/general-conference/2023/04/13cook","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1030-carl-b-cook-32k-spa.mp3"
"Gerrit W. Gong","saturday-morning",2023,4,0,3,"La ministración","/general-conference/2023/04/14gong","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1040-gerrit-w-gong-32k-spa.mp3"
"Quentin L. Cook","saturday-morning",2023,4,0,4,"Reunidos a salvo en el hogar celestial","/general-conference/2023/04/15cook","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1050-quentin-l-cook-32k-spa.mp3"
"Allen D. Haynie","saturday-morning",2023,4,0,5,"Un profeta viviente para los últimos días","/general-conference/2023/04/16haynie","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1060-allen-d-haynie-32k-spa.mp3"
"Henry B. Eyring","saturday-morning",2023,4,0,6,"Hallar paz personal","/general-conference/2023/04/17eyring","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1070-henry-b-eyring-32k-spa.mp3"
"Dallin H. Oaks","saturday-afternoon",2023,4,1,0,"Sostenimiento de las Autoridades Generales, los Setentas de Área y los Oficiales Generales","/general-conference/2023/04/21oaks","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-spa.mp3"
"Jared B. Larson","saturday-afternoon",2023,4,1,1,"Informe del Departamento de Auditorías de la Iglesia, 2022","/general-conference/2023/04/22larson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2020-church-auditing-department-report-2022-32k-spa.mp3"
"Dale G. Renlund","saturday-afternoon",2023,4,1,2,"Cómo acceder al poder de Dios a través de los convenios","/general-conference/2023/04/23renlund","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2030-dale-g-renlund-32k-spa.mp3"
"Peter F. Meurs","saturday-afternoon",2023,4,1,3,"¡Él podía sanarme a <em>mí</em>!","/general-conference/2023/04/24meurs","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2040-peter-f-meurs-32k-spa.mp3"
"Randall K. Bennett","saturday-afternoon",2023,4,1,4,"La bendición patriarcal: Dirección inspirada del Padre Celestial","/general-conference/2023/04/25bennett","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2050-randall-k-bennett-32k-spa.mp3"
"Craig C. Christensen","saturday-afternoon",2023,4,1,5,"“No puede haber cosa tan intensa y dulce como lo fue mi gozo”","/general-conference/2023/04/26christensen","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2060-craig-c-christensen-32k-spa.mp3"
"Evan A. Schmutz","saturday-afternoon",2023,4,1,6,"Confiar en la doctrina de Cristo","/general-conference/2023/04/27schmutz","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2070-evan-a-schmutz-32k-spa.mp3"
"Benjamín De Hoyos","saturday-afternoon",2023,4,1,7,"La obra del templo y de historia familiar, una misma obra","/general-conference/2023/04/28de-hoyos","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2080-benjamin-de-hoyos-32k-spa.mp3"
"Dieter F. Uchtdorf","saturday-afternoon",2023,4,1,8,"Jesucristo es la fortaleza de los padres","/general-conference/2023/04/29uchtdorf","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2090-dieter-f-uchtdorf-32k-spa.mp3"
"Mark A. Bragg","saturday-evening",2023,4,2,0,"Aplomo semejante al de Cristo","/general-conference/2023/04/31bragg","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3010-mark-a-bragg-32k-spa.mp3"
"Milton Camargo","saturday-evening",2023,4,2,1,"Céntrense en Jesucristo","/general-conference/2023/04/32camargo","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3020-milton-camargo-32k-spa.mp3"
"K. Brett Nattress","saturday-evening",2023,4,2,2,"¿De verdad he sido perdonado?","/general-conference/2023/04/33nattress","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3030-k-brett-nattress-32k-spa.mp3"
"Juan A. Uceda","saturday-evening",2023,4,2,3,"El Señor Jesucristo nos enseña a ministrar","/general-conference/2023/04/34uceda","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3040-juan-a-uceda-32k-spa.mp3"
"D. Todd Christofferson","sunday-morning",2023,4,3,0,"Uno en Cristo","/general-conference/2023/04/41christofferson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4010-d-todd-christofferson-32k-spa.mp3"
"Camille N. Johnson","sunday-morning",2023,4,3,1,"Jesucristo es [nuestro] socorro","/general-conference/2023/04/42johnson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4020-camille-n-johnson-32k-spa.mp3"
"Ulisses Soares","sunday-morning",2023,4,3,2,"Seguidores del Príncipe de Paz","/general-conference/2023/04/43soares","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4030-ulisses-soares-32k-spa.mp3"
"Kazuhiko Yamashita","sunday-morning",2023,4,3,3,"Cuándo deben recibir su bendición patriarcal","/general-conference/2023/04/44yamashita","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4040-kazuhiko-yamashita-32k-spa.mp3"
"Neil L. Andersen","sunday-morning",2023,4,3,4,"Mi mente se concentró en este pensamiento de Jesucristo","/general-conference/2023/04/45andersen","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4050-neil-l-andersen-32k-spa.mp3"
"Kevin R. Duncan","sunday-morning",2023,4,3,5,"¡Una voz de alegría!","/general-conference/2023/04/46duncan","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4060-kevin-r-duncan-32k-spa.mp3"
"Russell M. Nelson","sunday-morning",2023,4,3,6,"Se necesitan pacificadores","/general-conference/2023/04/47nelson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4070-russell-m-nelson-32k-spa.mp3"
"Dallin H. Oaks","sunday-afternoon",2023,4,4,0,"Las enseñanzas de Jesucristo","/general-conference/2023/04/51oaks","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5010-dallin-h-oaks-32k-spa.mp3"
"M. Russell Ballard","sunday-afternoon",2023,4,4,1,"Recuerden lo más importante","/general-conference/2023/04/52ballard","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5020-m-russell-ballard-32k-spa.mp3"
"Ronald A. Rasband","sunday-afternoon",2023,4,4,2,"Hosanna al Más Alto Dios","/general-conference/2023/04/53rasband","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5030-ronald-a-rasband-32k-spa.mp3"
"Vern P. Stanfill","sunday-afternoon",2023,4,4,3,"La cosecha imperfecta","/general-conference/2023/04/54stanfill","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5040-vern-p-stanfill-32k-spa.mp3"
"W. Mark Bassett","sunday-afternoon",2023,4,4,4,"Después del cuarto día","/general-conference/2023/04/55bassett","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5050-w-mark-bassett-32k-spa.mp3"
"Ahmad S. Corbitt","sunday-afternoon",2023,4,4,5,"¿Sabe por qué yo, como cristiano, creo en Cristo?","/general-conference/2023/04/56corbitt","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5060-ahmad-s-corbitt-32k-spa.mp3"
"David A. Bednar","sunday-afternoon",2023,4,4,6,"“Permanec[e] en mí, y yo en ti; por tanto, anda conmigo”","/general-conference/2023/04/57bednar","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5070-david-a-bednar-32k-spa.mp3"
"Russell M. Nelson","sunday-afternoon",2023,4,4,7,"La respuesta siempre es Jesucristo","/general-conference/2023/04/58nelson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5080-russell-m-nelson-32k-spa.mp3"
"Dallin H. Oaks","saturday-morning",2022,10,0,0,"Ayudar a los pobres y a los angustiados","/general-conference/2022/10/18oaks","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1010-dallin-h-oaks-32k-spa.mp3"
"Dieter F. Uchtdorf","saturday-morning",2022,10,0,1,"Jesucristo es la fortaleza de la juventud","/general-conference/2022/10/12uchtdorf","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1020-dieter-f-uchtdorf-32k-spa.mp3"
"Tracy Y. Browning","saturday-morning",2022,10,0,2,"Ver más en cuanto a Jesucristo en nuestra vida","/general-conference/2022/10/13browning","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1030-tracy-y-browning-32k-spa.mp3"
"Dale G. Renlund","saturday-morning",2022,10,0,3,"El marco de la revelación personal","/general-conference/2022/10/14renlund","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1040-dale-g-renlund-32k-spa.mp3"
"Rafael E. Pino","saturday-morning",2022,10,0,4,"Que el hacer lo bueno sea lo normal","/general-conference/2022/10/15pino","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1050-rafael-e-pino-32k-spa.mp3"
"Hugo Montoya","saturday-morning",2022,10,0,5,"El principio eterno del amor","/general-conference/2022/10/16montoya","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1060-hugo-montoya-32k-spa.mp3"
"Ronald A. Rasband","saturday-morning",2022,10,0,6,"Hoy","/general-conference/2022/10/17rasband","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1070-ronald-a-rasband-32k-spa.mp3"
"Russell M. Nelson","saturday-morning",2022,10,0,7,"¿Cuál es la verdad?","/general-conference/2022/10/19nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1080-russell-m-nelson-32k-spa.mp3"
"Henry B. Eyring","saturday-afternoon",2022,10,1,0,"Sostenimiento de las Autoridades Generales, los Setentas de Área y los Oficiales Generales","/general-conference/2022/10/21eyring","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-spa.mp3"
"M. Russell Ballard","saturday-afternoon",2022,10,1,1,"Seguir a Jesucristo con pasos de fe","/general-conference/2022/10/22ballard","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2020-m-russell-ballard-32k-spa.mp3"
"Kristin M. Yee","saturday-afternoon",2022,10,1,2,"Gloria en lugar de ceniza: El camino sanador del perdón","/general-conference/2022/10/23yee","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2030-kristin-yee-32k-spa.mp3"
"Paul V. Johnson","saturday-afternoon",2022,10,1,3,"Perfeccionaos en Él","/general-conference/2022/10/24johnson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2040-paul-v-johnson-32k-spa.mp3"
"Ulisses Soares","saturday-afternoon",2022,10,1,4,"En colaboración con el Señor","/general-conference/2022/10/25soares","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2050-ulisses-soares-32k-spa.mp3"
"James W. McConkie III","saturday-afternoon",2022,10,1,5,"Procuraban ver quién era Jesús","/general-conference/2022/10/26mcconkie","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2060-james-w-mcconkie-iii-32k-spa.mp3"
"Jorge F. Zeballos","saturday-afternoon",2022,10,1,6,"Edificar una vida resistente al adversario","/general-conference/2022/10/27zeballos","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2070-jorge-f-zeballos-32k-spa.mp3"
"D. Todd Christofferson","saturday-afternoon",2022,10,1,7,"La doctrina de pertenencia","/general-conference/2022/10/28christofferson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2080-d-todd-christofferson-32k-spa.mp3"
"Gérald Caussé","saturday-evening",2022,10,2,0,"Nuestra mayordomía terrenal","/general-conference/2022/10/31causse","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3010-gerald-causse-32k-spa.mp3"
"Michelle D. Craig","saturday-evening",2022,10,2,1,"Con todo nuestro corazón","/general-conference/2022/10/32craig","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3020-michelle-d-craig-32k-spa.mp3"
"Kevin W. Pearson","saturday-evening",2022,10,2,2,"¿Aún están dispuestos?","/general-conference/2022/10/33pearson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3030-kevin-w-pearson-32k-spa.mp3"
"Denelson Silva","saturday-evening",2022,10,2,3,"Valentía para proclamar la verdad","/general-conference/2022/10/34silva","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3040-denelson-silva-32k-spa.mp3"
"Neil L. Andersen","saturday-evening",2022,10,2,4,"Allegarnos más al Salvador","/general-conference/2022/10/35andersen","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3050-neil-l-andersen-32k-spa.mp3"
"Jeffrey R. Holland","sunday-morning",2022,10,3,0,"Levantado sobre la cruz","/general-conference/2022/10/41holland","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4010-jeffrey-r-holland-32k-spa.mp3"
"J. Anette Dennis","sunday-morning",2022,10,3,1,"Su yugo es fácil y ligera Su carga","/general-conference/2022/10/42dennis","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4020-j-anette-dennis-32k-spa.mp3"
"Gerrit W. Gong","sunday-morning",2022,10,3,2,"Felices y para siempre","/general-conference/2022/10/43gong","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4030-gerrit-w-gong-32k-spa.mp3"
"Joseph W. Sitati","sunday-morning",2022,10,3,3,"Modelos de discipulado","/general-conference/2022/10/44sitati","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4040-joseph-w-sitati-32k-spa.mp3"
"Steven J. Lund","sunday-morning",2022,10,3,4,"Un discipulado que perdura","/general-conference/2022/10/45lund","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4050-steven-j-lund-32k-spa.mp3"
"David A. Bednar","sunday-morning",2022,10,3,5,"Vístete de tu poder, oh Sion","/general-conference/2022/10/46bednar","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4060-david-a-bednar-32k-spa.mp3"
"Russell M. Nelson","sunday-morning",2022,10,3,6,"Vencer al mundo y hallar descanso","/general-conference/2022/10/47nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4070-russell-m-nelson-32k-spa.mp3"
"Henry B. Eyring","sunday-afternoon",2022,10,4,0,"Un legado de ánimo","/general-conference/2022/10/51eyring","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5010-henry-b-eyring-32k-spa.mp3"
"Ryan K. Olsen","sunday-afternoon",2022,10,4,1,"La respuesta es Jesús","/general-conference/2022/10/52olsen","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5020-ryan-k-olsen-32k-spa.mp3"
"Jonathan S. Schmitt","sunday-afternoon",2022,10,4,2,"Que te conozcan a Ti","/general-conference/2022/10/53schmitt","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5030-jonathan-s-schmitt-32k-spa.mp3"
"Mark D. Eddy","sunday-afternoon",2022,10,4,3,"La virtud de la palabra","/general-conference/2022/10/54eddy","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5040-mark-d-eddy-32k-spa.mp3"
"Gary E. Stevenson","sunday-afternoon",2022,10,4,4,"Cómo nutrir y compartir su testimonio","/general-conference/2022/10/55stevenson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5050-gary-e-stevenson-32k-spa.mp3"
"Isaac K. Morrison","sunday-afternoon",2022,10,4,5,"En Él podemos hacer cosas difíciles","/general-conference/2022/10/56morrison","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5060-isaac-k-morrison-32k-spa.mp3"
"Quentin L. Cook","sunday-afternoon",2022,10,4,6,"Ser fieles a Dios y a Su obra","/general-conference/2022/10/57cook","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5070-quentin-l-cook-32k-spa.mp3"
"Russell M. Nelson","sunday-afternoon",2022,10,4,7,"Céntrense en el templo","/general-conference/2022/10/58nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5080-russell-m-nelson-32k-spa.mp3"
"Russell M. Nelson","saturday-morning",2022,4,0,0,"Predicar el Evangelio de paz","/general-conference/2022/04/11nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1010-russell-m-nelson-32k-spa.mp3"
"M. Russell Ballard","saturday-morning",2022,4,0,1,"El servicio misional bendijo mi vida para siempre","/general-conference/2022/04/12ballard","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1020-m-russell-ballard-32k-spa.mp3"
"Reyna I. Aburto","saturday-morning",2022,4,0,2,"<em>Nosotros</em> somos La Iglesia de Jesucristo de los Santos de los Últimos Días","/general-conference/2022/04/13aburto","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1030-reyna-i-aburto-32k-spa.mp3"
"David A. Bednar","saturday-morning",2022,4,0,3,"Pero no les hicimos caso","/general-conference/2022/04/14bednar","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1040-david-a-bednar-32k-spa.mp3"
"Neil L. Andersen","saturday-morning",2022,4,0,4,"Seguir a Jesús: ser pacificadores","/general-conference/2022/04/15andersen","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1050-neil-l-andersen-32k-spa.mp3"
"Eduardo Gavarret","saturday-morning",2022,4,0,5,"Un potente cambio de corazón; no tengo nada más que darte","/general-conference/2022/04/16gavarret","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1060-eduardo-gavarret-32k-spa.mp3"
"Larry S. Kacher","saturday-morning",2022,4,0,6,"La escalera de la fe","/general-conference/2022/04/17kacher","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1070-larry-s-kacher-32k-spa.mp3"
"Henry B. Eyring","saturday-morning",2022,4,0,7,"Firmes en las tormentas","/general-conference/2022/04/18eyring","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1080-henry-b-eyring-32k-spa.mp3"
"Jeffrey R. Holland","saturday-afternoon",2022,4,1,2,"No temas; cree solamente","/general-conference/2022/04/23holland","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2030-jeffrey-r-holland-32k-spa.mp3"
"Patrick Kearon","saturday-afternoon",2022,4,1,3,"Ha nacido con sanidad en Sus alas: Podemos ser más que vencedores","/general-conference/2022/04/24kearon","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2040-patrick-kearon-32k-spa.mp3"
"Marcos A. Aidukaitis","saturday-afternoon",2022,4,1,4,"Alza tu corazón y regocíjate","/general-conference/2022/04/25aidukaitis","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2050-marcos-a-aidukaitis-32k-spa.mp3"
"Gerrit W. Gong","saturday-afternoon",2022,4,1,5,"Cada uno de nosotros tiene una historia","/general-conference/2022/04/26gong","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2060-gerrit-w-gong-32k-spa.mp3"
"Adrián Ochoa","saturday-afternoon",2022,4,1,6,"¿Funciona el plan?","/general-conference/2022/04/27ochoa","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2070-adrian-ochoa-32k-spa.mp3"
"Kevin S. Hamilton","saturday-afternoon",2022,4,1,7,"“Entonces haré que las cosas débiles sean fuertes”","/general-conference/2022/04/28hamilton","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2080-kevin-s-hamilton-32k-spa.mp3"
"Quentin L. Cook","saturday-afternoon",2022,4,1,8,"Conversión a la voluntad de Dios","/general-conference/2022/04/29cook","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2090-quentin-l-cook-32k-spa.mp3"
"Dallin H. Oaks","women's",2022,4,2,0,"Mensaje de introducción","/general-conference/2022/04/31oaks","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3010-dallin-h-oaks-32k-spa.mp3"
"Susan H. Porter","women's",2022,4,2,1,"Lecciones junto al pozo","/general-conference/2022/04/32porter","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3020-susan-h-porter-32k-spa.mp3"
"Rebecca L. Craven","women's",2022,4,2,2,"Hacer lo que más importa","/general-conference/2022/04/33craven","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3030-rebecca-l-craven-32k-spa.mp3"
"Jean B. Bingham","women's",2022,4,2,4,"Los convenios con Dios nos fortalecen, nos protegen y nos preparan para la gloria eterna","/general-conference/2022/04/35bingham","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3050-jean-b-bingham-32k-spa.mp3"
"Dale G. Renlund","women's",2022,4,2,5,"Su naturaleza divina y destino eterno","/general-conference/2022/04/36renlund","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3060-dale-g-renlund-32k-spa.mp3"
"D. Todd Christofferson","sunday-morning",2022,4,3,0,"Nuestra relación con Dios","/general-conference/2022/04/41christofferson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4010-d-todd-christofferson-32k-spa.mp3"
"Amy A. Wright","sunday-morning",2022,4,3,1,"Cristo sana lo que está roto","/general-conference/2022/04/42wright","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4020-amy-a-wright-32k-spa.mp3"
"Gary E. Stevenson","sunday-morning",2022,4,3,2,"Amar, compartir, invitar","/general-conference/2022/04/43stevenson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4030-gary-e-stevenson-32k-spa.mp3"
"Michael T. Ringwood","sunday-morning",2022,4,3,3,"De tal manera nos amó Dios","/general-conference/2022/04/44ringwood","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4040-michael-t-ringwood-32k-spa.mp3"
"Ronald A. Rasband","sunday-morning",2022,4,3,4,"Sanar al mundo","/general-conference/2022/04/45rasband","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4050-ronald-a-rasband-32k-spa.mp3"
"Hugo E. Martinez","sunday-morning",2022,4,3,5,"Enseñar la autosuficiencia a los niños y los jóvenes","/general-conference/2022/04/46martinez","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4060-hugo-e-martinez-32k-spa.mp3"
"Russell M. Nelson","sunday-morning",2022,4,3,6,"El poder del ímpetu espiritual","/general-conference/2022/04/47nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4070-russell-m-nelson-32k-spa.mp3"
"Dallin H. Oaks","sunday-afternoon",2022,4,4,0,"El amor divino en el plan del Padre","/general-conference/2022/04/51oaks","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5010-dallin-h-oaks-32k-spa.mp3"
"Adeyinka A. Ojediran","sunday-afternoon",2022,4,4,1,"La senda de los convenios: El camino a la vida eterna","/general-conference/2022/04/52ojediran","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5020-adeyinka-a-ojediran-32k-spa.mp3"
"Jörg Klebingat","sunday-afternoon",2022,4,4,2,"Un discipulado valiente en los últimos días","/general-conference/2022/04/53klebingat","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5030-jrg-klebingat-32k-spa.mp3"
"Mark L. Pace","sunday-afternoon",2022,4,4,3,"Nuestra meta es la conversión","/general-conference/2022/04/54pace","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5040-mark-l-pace-32k-spa.mp3"
"Ulisses Soares","sunday-afternoon",2022,4,4,4,"Maravillado por Cristo y Su evangelio","/general-conference/2022/04/55soares","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5050-ulisses-soares-32k-spa.mp3"
"Randy D. Funk","sunday-afternoon",2022,4,4,5,"Entrar en el redil de Dios","/general-conference/2022/04/56funk","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5060-randy-d-funk-32k-spa.mp3"
"Dieter F. Uchtdorf","sunday-afternoon",2022,4,4,6,"De todo corazón","/general-conference/2022/04/57uchtdorf","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5070-dieter-f-uchtdorf-32k-spa.mp3"
"Russell M. Nelson","sunday-afternoon",2022,4,4,7,"Este es el momento","/general-conference/2022/04/58nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5080-russell-m-nelson-32k-spa.mp3"
"Russell M. Nelson","saturday-morning",2021,10,0,0,"Verdad pura, doctrina pura y revelación pura","/general-conference/2021/10/11nelson","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1010-russell-m-nelson-32k-spa.mp3"
"Jeffrey R. Holland","saturday-morning",2021,10,0,1,"La mayor posesión","/general-conference/2021/10/12holland","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1020-jeffrey-r-holland-32k-spa.mp3"
"Bonnie H. Cordon","saturday-morning",2021,10,0,2,"Venir a Cristo y no venir solos","/general-conference/2021/10/13cordon","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1030-bonnie-h-cordon-32k-spa.mp3"
"Ulisses Soares","saturday-morning",2021,10,0,3,"La perdurable compasión del Salvador","/general-conference/2021/10/14soares","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1040-ulisses-soares-32k-spa.mp3"
"D. Todd Christofferson","saturday-morning",2021,10,0,4,"El amor de Dios","/general-conference/2021/10/15christofferson","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1050-d-todd-christofferson-32k-spa.mp3"
"Clark G. Gilbert","saturday-morning",2021,10,0,5,"Llegar a ser más en Cristo: La parábola de la pendiente","/general-conference/2021/10/16gilbert","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1060-clark-g-gilbert-32k-spa.mp3"
"Patricio M. Giuffra","saturday-morning",2021,10,0,6,"Una búsqueda con fe, que fue recompensada","/general-conference/2021/10/17giuffra","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1070-patricio-m-giuffra-32k-spa.mp3"
"Dallin H. Oaks","saturday-morning",2021,10,0,7,"La necesidad de una Iglesia","/general-conference/2021/10/18oaks","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1080-dallin-h-oaks-32k-spa.mp3"
"David A. Bednar","saturday-afternoon",2021,10,1,1,"Con el poder de Dios en gran gloria","/general-conference/2021/10/22bednar","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-2020-david-a-bednar-32k-spa.mp3"
