"name","type","year","month","session_order","talk_order","title","base_uri","mp3"
"David A. Bednar","sunday-morning",2014,4,3,4,"Soportar sus cargas con facilidad","/general-conference/2014/04/bear-up-their-burdens-with-ease","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-4050-elder-david-a-bednar-64k-spa.mp3"
"Thomas S. Monson","sunday-morning",2014,4,3,5,"El amor: La esencia del Evangelio","/general-conference/2014/04/love-the-essence-of-the-gospel","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-4060-president-thomas-s-monson-64k-spa.mp3"
"Boyd K. Packer","sunday-afternoon",2014,4,4,0,"El testimonio","/general-conference/2014/04/the-witness","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5010-president-boyd-k-packer-64k-spa.mp3"
"William R. Walker","sunday-afternoon",2014,4,4,1,"Vivir firmes en la fe","/general-conference/2014/04/live-true-to-the-faith","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5020-elder-william-r-walker-64k-spa.mp3"
"L. Tom Perry","sunday-afternoon",2014,4,4,2,"Obediencia mediante nuestra fidelidad","/general-conference/2014/04/obedience-through-our-faithfulness","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5030-elder-l-tom-perry-64k-spa.mp3"
"Lawrence E. Corbridge","sunday-afternoon",2014,4,4,3,"El profeta José Smith","/general-conference/2014/04/the-prophet-joseph-smith","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5040-elder-lawrence-e-corbridge-64k-spa.mp3"
"Michael John U. Teh","sunday-afternoon",2014,4,4,4," “Donde esté vuestro tesoro…”","/general-conference/2014/04/where-your-treasure-is","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5050-elder-michael-john-u-teh-64k-spa.mp3"
"Marcos A. Aidukaitis","sunday-afternoon",2014,4,4,5,"Si alguno tiene falta de sabiduría","/general-conference/2014/04/if-ye-lack-wisdom","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5060-elder-marcos-a-aidukaitis-64k-spa.mp3"
"D. Todd Christofferson","sunday-afternoon",2014,4,4,6,"La resurrección de Jesucristo","/general-conference/2014/04/the-resurrection-of-jesus-christ","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5070-elder-d-todd-christofferson-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2014,4,4,7,"Hasta que nos volvamos a ver","/general-conference/2014/04/until-we-meet-again","https://media2.ldscdn.org/assets/general-conference/april-2014-general-conference/2014-04-5080-president-thomas-s-monson-64k-spa.mp3"
"Rosemary M. Wixom","women's",2014,4,5,0,"El guardar convenios nos protege, nos prepara y nos inviste con poder","/general-conference/2014/04/keeping-covenants-protects-us-prepares-us-and-empowers-us","https://media2.ldscdn.org/assets/general-womens-meeting/march-2014-general-womens-meeting/2014-03-0010-rosemary-m-wixom-64k-spa.mp3"
"Bonnie L. Oscarson","women's",2014,4,5,1,"Hermandad: Cuánto nos necesitamos unas a otras","/general-conference/2014/04/sisterhood-oh-how-we-need-each-other","https://media2.ldscdn.org/assets/general-womens-meeting/march-2014-general-womens-meeting/2014-03-0030-bonnie-l-oscarson-64k-spa.mp3"
"Linda K. Burton","women's",2014,4,5,2,"Se solicitan manos y corazones para apresurar la obra","/general-conference/2014/04/wanted-hands-and-hearts-to-hasten-the-work","https://media2.ldscdn.org/assets/general-womens-meeting/march-2014-general-womens-meeting/2014-03-0050-linda-k-burton-64k-spa.mp3"
"Henry B. Eyring","women's",2014,4,5,3,"Hijas en el convenio","/general-conference/2014/04/daughters-in-the-covenant","https://media2.ldscdn.org/assets/general-womens-meeting/march-2014-general-womens-meeting/2014-03-0060-president-henry-b-eyring-64k-spa.mp3"
"Thomas S. Monson","saturday-morning",2013,10,0,0,"Bienvenidos a la conferencia","/general-conference/2013/10/welcome-to-conference","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1010-president-thomas-s-monson-64k-spa.mp3"
"Robert D. Hales","saturday-morning",2013,10,0,1,"La Conferencia General: Fortalece la fe y el testimonio","/general-conference/2013/10/general-conference-strengthening-faith-and-testimony","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1020-elder-robert-d-hales-64k-spa.mp3"
"Ulisses Soares","saturday-morning",2013,10,0,2,"Sean mansos y humildes de corazón","/general-conference/2013/10/be-meek-and-lowly-of-heart","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1030-elder-ulisses-soares-64k-spa.mp3"
"Carole M. Stephens","saturday-morning",2013,10,0,3,"¿Sabemos lo que poseemos?","/general-conference/2013/10/do-we-know-what-we-have","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1040-carole-m-stephens-64k-spa.mp3"
"Edward Dube","saturday-morning",2013,10,0,4,"Miren hacia adelante y crean","/general-conference/2013/10/look-ahead-and-believe","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1050-elder-edward-dube-64k-spa.mp3"
"David A. Bednar","saturday-morning",2013,10,0,5,"Las ventanas de los cielos","/general-conference/2013/10/the-windows-of-heaven","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1060-elder-david-a-bednar-64k-spa.mp3"
"Dieter F. Uchtdorf","saturday-morning",2013,10,0,6,"Vengan, únanse a nosotros","/general-conference/2013/10/come-join-with-us","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-1070-president-dieter-f-uchtdorf-64k-spa.mp3"
"Boyd K. Packer","saturday-afternoon",2013,10,1,1,"La clave para la protección espiritual","/general-conference/2013/10/the-key-to-spiritual-protection","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2020-president-boyd-k-packer-64k-spa.mp3"
"D. Todd Christofferson","saturday-afternoon",2013,10,1,2,"La fuerza moral de la mujer","/general-conference/2013/10/the-moral-force-of-women","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2030-elder-d-todd-christofferson-64k-spa.mp3"
"S. Gifford Nielsen","saturday-afternoon",2013,10,1,3,"¡Apresuremos el plan de juego del Señor!","/general-conference/2013/10/hastening-the-lords-game-plan","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2040-elder-s-gifford-nielsen-64k-spa.mp3"
"Arnulfo Valenzuela","saturday-afternoon",2013,10,1,4,"Cosas pequeñas y sencillas","/general-conference/2013/10/small-and-simple-things","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2050-elder-arnulfo-valenzuela-64k-spa.mp3"
"Timothy J. Dyches","saturday-afternoon",2013,10,1,5,"¿Quieres ser sano?","/general-conference/2013/10/wilt-thou-be-made-whole","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2060-elder-timothy-j-dyches-64k-spa.mp3"
"Jeffrey R. Holland","saturday-afternoon",2013,10,1,6,"Como una vasija quebrada","/general-conference/2013/10/like-a-broken-vessel","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2070-elder-jeffrey-r-holland-64k-spa.mp3"
"M. Russell Ballard","saturday-afternoon",2013,10,1,7,"Confíen en el Señor","/general-conference/2013/10/put-your-trust-in-the-lord","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-2080-elder-m-russell-ballard-64k-spa.mp3"
"L. Tom Perry","priesthood",2013,10,2,0,"Las doctrinas y los principios que se encuentran en los Artículos de Fe","/general-conference/2013/10/the-doctrines-and-principles-contained-in-the-articles-of-faith","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3010-elder-l-tom-perry-64k-spa.mp3"
"Gérald Caussé","priesthood",2013,10,2,1,"Ya no sois extranjeros","/general-conference/2013/10/ye-are-no-more-strangers","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3020-bishop-gerald-causse-64k-spa.mp3"
"Randy D. Funk","priesthood",2013,10,2,2,"Llamado por Él para declarar Su palabra","/general-conference/2013/10/called-of-him-to-declare-his-word","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3030-elder-randy-d-funk-64k-spa.mp3"
"Dieter F. Uchtdorf","priesthood",2013,10,2,3,"¡Pueden hacerlo ahora!","/general-conference/2013/10/you-can-do-it-now","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3040-president-dieter-f-uchtdorf-64k-spa.mp3"
"Henry B. Eyring","priesthood",2013,10,2,4,"Vendar sus heridas","/general-conference/2013/10/bind-up-their-wounds","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3050-president-henry-b-eyring-64k-spa.mp3"
"Thomas S. Monson","priesthood",2013,10,2,5,"Verdaderos pastores","/general-conference/2013/10/true-shepherds","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-3060-president-thomas-s-monson-64k-spa.mp3"
"Henry B. Eyring","sunday-morning",2013,10,3,0,"A mis nietos","/general-conference/2013/10/to-my-grandchildren","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4010-president-henry-b-eyring-64k-spa.mp3"
"Dallin H. Oaks","sunday-morning",2013,10,3,1,"No tendrás dioses ajenos","/general-conference/2013/10/no-other-gods","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4020-elder-dallin-h-oaks-64k-spa.mp3"
"Bonnie L. Oscarson","sunday-morning",2013,10,3,2,"Convertíos","/general-conference/2013/10/be-ye-converted","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4030-bonnie-oscarson-64k-spa.mp3"
"Richard J. Maynes","sunday-morning",2013,10,3,3,"Fortaleza para perseverar","/general-conference/2013/10/the-strength-to-endure","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4040-elder-richard-j-maynes-64k-spa.mp3"
"Richard G. Scott","sunday-morning",2013,10,3,4,"Fortaleza personal por medio de la expiación de Jesucristo","/general-conference/2013/10/personal-strength-through-the-atonement-of-jesus-christ","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4050-elder-richard-g-scott-64k-spa.mp3"
"Thomas S. Monson","sunday-morning",2013,10,3,5,"“No te dejaré, ni te desampararé”","/general-conference/2013/10/i-will-not-fail-thee-nor-forsake-thee","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-4060-president-thomas-s-monson-64k-spa.mp3"
"Quentin L. Cook","sunday-afternoon",2013,10,4,0,"Lamentaciones de Jeremías: Cuidaos del cautiverio","/general-conference/2013/10/lamentations-of-jeremiah-beware-of-bondage","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5010-elder-quentin-l-cook-64k-spa.mp3"
"Neil L. Andersen","sunday-afternoon",2013,10,4,1,"Poder en el sacerdocio","/general-conference/2013/10/power-in-the-priesthood","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5020-elder-neil-l-andersen-64k-spa.mp3"
"David M. McConkie","sunday-afternoon",2013,10,4,2,"Enseñar con poder y autoridad de Dios","/general-conference/2013/10/teaching-with-the-power-and-authority-of-god","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5030-david-m-mcconkie-64k-spa.mp3"
"Kevin S. Hamilton","sunday-afternoon",2013,10,4,3,"Asidos constantemente","/general-conference/2013/10/continually-holding-fast","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5040-elder-kevin-s-hamilton-64k-spa.mp3"
"Adrián Ochoa","sunday-afternoon",2013,10,4,4,"Miren hacia arriba","/general-conference/2013/10/look-up","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5050-elder-adrian-ochoa-64k-spa.mp3"
"Terence M. Vinson","sunday-afternoon",2013,10,4,5,"Acercarse más a Dios","/general-conference/2013/10/drawing-closer-to-god","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5060-elder-terence-m-vinson-64k-spa.mp3"
"Russell M. Nelson","sunday-afternoon",2013,10,4,6,"Decisiones para la eternidad","/general-conference/2013/10/decisions-for-eternity","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5070-elder-russell-m-nelson-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2013,10,4,7,"Hasta que nos volvamos a ver","/general-conference/2013/10/till-we-meet-again","https://media2.ldscdn.org/assets/general-conference/october-2013-general-conference/2013-10-5080-president-thomas-s-monson-64k-spa.mp3"
"Linda K. Burton","women's",2013,10,5,0,"El poder, gozo y amor que provienen de guardar convenios","/general-conference/2013/10/the-power-joy-and-love-of-covenant-keeping","https://media2.ldscdn.org/assets/general-relief-society-meeting/2013-general-relief-society-meeting/2013-09-0010-linda-k-burton-64k-spa.mp3"
"Carole M. Stephens","women's",2013,10,5,1,"Tenemos gran motivo para regocijarnos","/general-conference/2013/10/we-have-great-reason-to-rejoice","https://media2.ldscdn.org/assets/general-relief-society-meeting/2013-general-relief-society-meeting/2013-09-0020-carole-m-stephens-64k-spa.mp3"
"Linda S. Reeves","women's",2013,10,5,2,"Reclamen las bendiciones de sus convenios","/general-conference/2013/10/claim-the-blessings-of-your-covenants","https://media2.ldscdn.org/assets/general-relief-society-meeting/2013-general-relief-society-meeting/2013-09-0030-linda-s-reeves-64k-spa.mp3"
"Thomas S. Monson","women's",2013,10,5,3,"Nunca caminamos solos","/general-conference/2013/10/we-never-walk-alone","https://media2.ldscdn.org/assets/general-relief-society-meeting/2013-general-relief-society-meeting/2013-09-0040-president-thomas-s-monson-64k-spa.mp3"
"Thomas S. Monson","saturday-morning",2013,4,0,0,"Bienvenidos a la conferencia","/general-conference/2013/04/welcome-to-conference","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1010-president-thomas-s-monson-64k-spa.mp3"
"Boyd K. Packer","saturday-morning",2013,4,0,1,"Estas cosas sí sé","/general-conference/2013/04/these-things-i-know","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1020-president-boyd-k-packer-64k-spa.mp3"
"Dean M. Davies","saturday-morning",2013,4,0,2,"Un fundamento seguro","/general-conference/2013/04/a-sure-foundation","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1030-bishop-dean-m-davies-64k-spa.mp3"
"Elaine S. Dalton","saturday-morning",2013,4,0,3,"Somos hijas de un Padre Celestial","/general-conference/2013/04/we-are-daughters-of-our-heavenly-father","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1040-elaine-s-dalton-64k-spa.mp3"
"Craig A. Cardon","saturday-morning",2013,4,0,4,"El Salvador desea perdonar","/general-conference/2013/04/the-savior-wants-to-forgive","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1050-elder-craig-a-cardon-64k-spa.mp3"
"M. Russell Ballard","saturday-morning",2013,4,0,5,"“Ésta es mi obra y gloria”","/general-conference/2013/04/this-is-my-work-and-glory","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1060-elder-m-russell-ballard-64k-spa.mp3"
"Henry B. Eyring","saturday-morning",2013,4,0,6,"“Venid a mí”","/general-conference/2013/04/come-unto-me","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-1070-president-henry-b-eyring-64k-spa.mp3"
"Richard G. Scott","saturday-afternoon",2013,4,1,3,"La paz en el hogar","/general-conference/2013/04/for-peace-at-home","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2040-elder-richard-g-scott-64k-spa.mp3"
"Quentin L. Cook","saturday-afternoon",2013,4,1,4,"Paz personal: La recompensa a la rectitud","/general-conference/2013/04/personal-peace-the-reward-of-righteousness","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2050-elder-quentin-l-cook-64k-spa.mp3"
"Stanley G. Ellis","saturday-afternoon",2013,4,1,5,"La manera del Señor","/general-conference/2013/04/the-lords-way","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2060-elder-stanley-g-ellis-64k-spa.mp3"
"John B. Dickson","saturday-afternoon",2013,4,1,6,"El Evangelio a todo el mundo","/general-conference/2013/04/the-gospel-to-all-the-world","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2070-elder-john-b-dickson-64k-spa.mp3"
"David A. Bednar","saturday-afternoon",2013,4,1,7,"Creemos en ser castos","/general-conference/2013/04/we-believe-in-being-chaste","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2080-elder-david-a-bednar-64k-spa.mp3"
"Russell M. Nelson","saturday-afternoon",2013,4,1,8,"Súbanse a la ola","/general-conference/2013/04/catch-the-wave","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-2090-elder-russell-m-nelson-64k-spa.mp3"
"Robert D. Hales","priesthood",2013,4,2,0,"Permaneced firmes en lugares santos","/general-conference/2013/04/stand-strong-in-holy-places","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3010-elder-robert-d-hales-64k-spa.mp3"
"Tad R. Callister","priesthood",2013,4,2,1,"El poder del sacerdocio en el joven","/general-conference/2013/04/the-power-of-the-priesthood-in-the-boy","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3020-elder-tad-r-callister-64k-spa.mp3"
"David L. Beck","priesthood",2013,4,2,2,"Tu sagrado deber de ministrar","/general-conference/2013/04/your-sacred-duty-to-minister","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3030-david-l-beck-64k-spa.mp3"
"Dieter F. Uchtdorf","priesthood",2013,4,2,3,"Cuatro títulos","/general-conference/2013/04/four-titles","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3040-president-dieter-f-uchtdorf-64k-spa.mp3"
"Henry B. Eyring","priesthood",2013,4,2,4,"Somos uno","/general-conference/2013/04/we-are-one","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3050-president-henry-b-eyring-64k-spa.mp3"
"Thomas S. Monson","priesthood",2013,4,2,5,"Venid, los que tenéis de Dios el sacerdocio","/general-conference/2013/04/come-all-ye-sons-of-god","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-3060-president-thomas-s-monson-64k-spa.mp3"
"Dieter F. Uchtdorf","sunday-morning",2013,4,3,0,"La esperanza de la luz de Dios","/general-conference/2013/04/the-hope-of-gods-light","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4010-president-dieter-f-uchtdorf-64k-spa.mp3"
"Neil L. Andersen","sunday-morning",2013,4,3,1,"Es un milagro","/general-conference/2013/04/its-a-miracle","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4020-elder-neil-l-andersen-64k-spa.mp3"
"Rosemary M. Wixom","sunday-morning",2013,4,3,2,"Las palabras que expresamos","/general-conference/2013/04/the-words-we-speak","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4030-rosemary-m-wixom-64k-spa.mp3"
"L. Whitney Clayton","sunday-morning",2013,4,3,3,"El matrimonio: Observen y aprendan","/general-conference/2013/04/marriage-watch-and-learn","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4040-elder-l-whitney-clayton-64k-spa.mp3"
"L. Tom Perry","sunday-morning",2013,4,3,4,"La obediencia a la ley es libertad","/general-conference/2013/04/obedience-to-law-is-liberty","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4050-elder-l-tom-perry-64k-spa.mp3"
"Thomas S. Monson","sunday-morning",2013,4,3,5,"La obediencia trae bendiciones","/general-conference/2013/04/obedience-brings-blessings","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-4060-president-thomas-s-monson-64k-spa.mp3"
"Jeffrey R. Holland","sunday-afternoon",2013,4,4,0,"“Creo”","/general-conference/2013/04/lord-i-believe","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5010-elder-jeffrey-r-holland-64k-spa.mp3"
"Dallin H. Oaks","sunday-afternoon",2013,4,4,1,"Seguidores de Cristo","/general-conference/2013/04/followers-of-christ","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5020-elder-dallin-h-oaks-64k-spa.mp3"
"Christoffel Golden Jr.","sunday-afternoon",2013,4,4,2,"El Padre y el Hijo","/general-conference/2013/04/the-father-and-the-son","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5030-elder-christoffel-golden-jr-64k-spa.mp3"
"Enrique R. Falabella","sunday-afternoon",2013,4,4,3,"El hogar, la escuela de la vida","/general-conference/2013/04/the-home-the-school-of-life","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5040-elder-enrique-r-falabella-64k-spa.mp3"
"Erich W. Kopischke","sunday-afternoon",2013,4,4,4,"Ser aceptados por el Señor","/general-conference/2013/04/being-accepted-of-the-lord","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5050-elder-erich-w-kopischke-64k-spa.mp3"
"Bruce D. Porter","sunday-afternoon",2013,4,4,5,"Hermosas mañanas","/general-conference/2013/04/beautiful-mornings","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5060-elder-bruce-d-porter-64k-spa.mp3"
"D. Todd Christofferson","sunday-afternoon",2013,4,4,6,"Redención","/general-conference/2013/04/redemption","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5070-elder-d-todd-christofferson-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2013,4,4,7,"Hasta que nos volvamos a ver","/general-conference/2013/04/until-we-meet-again","https://media2.ldscdn.org/assets/general-conference/april-2013-general-conference/2013-04-5080-president-thomas-s-monson-64k-spa.mp3"
"Ann M. Dibb","young-women",2013,4,5,0,"Sus lugares santos","/general-conference/2013/04/your-holy-places","https://media2.ldscdn.org/assets/general-young-women-meeting/2013-general-young-women-meeting/2013-03-0010-ann-m-dibb-64k-spa.mp3"
"Mary N. Cook","young-women",2013,4,5,1,"Cuando se salva a una niña, se salva a generaciones","/general-conference/2013/04/when-you-save-a-girl-you-save-generations","https://media2.ldscdn.org/assets/general-young-women-meeting/2013-general-young-women-meeting/2013-03-0020-mary-n-cook-64k-spa.mp3"
"Elaine S. Dalton","young-women",2013,4,5,2,"¡No seáis movidas!","/general-conference/2013/04/be-not-moved","https://media2.ldscdn.org/assets/general-young-women-meeting/2013-general-young-women-meeting/2013-03-0040-elaine-s-dalton-64k-spa.mp3"
"Dieter F. Uchtdorf","young-women",2013,4,5,3,"Su maravillosa travesía a casa","/general-conference/2013/04/your-wonderful-journey-home","https://media2.ldscdn.org/assets/general-young-women-meeting/2013-general-young-women-meeting/2013-03-0050-president-dieter-f-uchtdorf-64k-spa.mp3"
"Thomas S. Monson","saturday-morning",2012,10,0,0,"Bienvenidos a la conferencia","/general-conference/2012/10/welcome-to-conference","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1010-president-thomas-s-monson-64k-spa.mp3"
"Quentin L. Cook","saturday-morning",2012,10,0,1,"¿Podéis sentir esto ahora?","/general-conference/2012/10/can-ye-feel-so-now","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1020-elder-quentin-l-cook-64k-spa.mp3"
"Ann M. Dibb","saturday-morning",2012,10,0,2,"Lo sé. Lo vivo. Me encanta.","/general-conference/2012/10/i-know-it-i-live-it-i-love-it","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1030-ann-m-dibb-64k-spa.mp3"
"Craig C. Christensen","saturday-morning",2012,10,0,3,"Un inefable don de Dios","/general-conference/2012/10/an-unspeakable-gift-from-god","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1040-elder-craig-c-christensen-64k-spa.mp3"
"Shayne M. Bowen","saturday-morning",2012,10,0,4,"“…porque yo vivo, vosotros también viviréis”","/general-conference/2012/10/because-i-live-ye-shall-live-also","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1050-elder-shayne-m-bowen-64k-spa.mp3"
"Russell M. Nelson","saturday-morning",2012,10,0,5,"¡Pregúntenles a los misioneros; ellos pueden ayudarlos!","/general-conference/2012/10/ask-the-missionaries-they-can-help-you","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1060-elder-russell-m-nelson-64k-spa.mp3"
"Dieter F. Uchtdorf","saturday-morning",2012,10,0,6,"Lamentos y resoluciones","/general-conference/2012/10/of-regrets-and-resolutions","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-1070-president-dieter-f-uchtdorf-64k-spa.mp3"
"L. Tom Perry","saturday-afternoon",2012,10,1,1,"Llegar a ser buenos padres","/general-conference/2012/10/becoming-goodly-parents","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2020-elder-l-tom-perry-64k-spa.mp3"
"M. Russell Ballard","saturday-afternoon",2012,10,1,2,"Estar anhelosamente consagrados","/general-conference/2012/10/be-anxiously-engaged","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2030-elder-m-russell-ballard-64k-spa.mp3"
"Larry J. Echo Hawk","saturday-afternoon",2012,10,1,3,"“Venid a mí, oh casa de Israel”","/general-conference/2012/10/come-unto-me-o-ye-house-of-israel","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2040-elder-larry-echo-hawk-64k-spa.mp3"
"Robert C. Gay","saturday-afternoon",2012,10,1,4,"¿Qué recompensa dará el hombre por su alma?","/general-conference/2012/10/what-shall-a-man-give-in-exchange-for-his-soul","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2050-elder-robert-c-gay-64k-spa.mp3"
"Scott D. Whiting","saturday-afternoon",2012,10,1,5,"La norma de los templos","/general-conference/2012/10/temple-standard","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2060-elder-scott-d-whiting-64k-spa.mp3"
"Neil L. Andersen","saturday-afternoon",2012,10,1,6,"La prueba de vuestra fe","/general-conference/2012/10/trial-of-your-faith","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2070-elder-neil-l-andersen-64k-spa.mp3"
"Dallin H. Oaks","saturday-afternoon",2012,10,1,7,"Proteger a los niños","/general-conference/2012/10/protect-the-children","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-2080-elder-dallin-h-oaks-64k-spa.mp3"
"D. Todd Christofferson","priesthood",2012,10,2,0,"Hermanos, tenemos trabajo que hacer","/general-conference/2012/10/brethren-we-have-work-to-do","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-3010-elder-d-todd-christofferson-64k-spa.mp3"
"Gary E. Stevenson","priesthood",2012,10,2,1,"Sean valientes en cuanto a intrepidez, vigor y actividad","/general-conference/2012/10/be-valiant-in-courage-strength-and-activity","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-3020-bishop-gary-e-stevenson-64k-spa.mp3"
"Anthony D. Perkins","priesthood",2012,10,2,2,"Tengan cuidado en cuanto a ustedes mismos","/general-conference/2012/10/beware-concerning-yourselves","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-3030-elder-anthony-d-perkins-64k-spa.mp3"
"Dieter F. Uchtdorf","priesthood",2012,10,2,3,"El gozo del sacerdocio","/general-conference/2012/10/the-joy-of-the-priesthood","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-3040-president-dieter-f-uchtdorf-64k-spa.mp3"
"Henry B. Eyring","priesthood",2012,10,2,4,"Ayúdenlos a fijar metas elevadas","/general-conference/2012/10/help-them-aim-high","https://media2.ldscdn.org/assets/general-conference/october-2012-general-conference/2012-10-3050-president-henry-b-eyring-64k-spa.mp3"
