"name","type","year","month","session_order","talk_order","title","base_uri","mp3"
"Gary E. Stevenson","saturday-morning",2023,4,0,0,"A maior história de Páscoa já contada","/general-conference/2023/04/11stevenson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1010-gary-e-stevenson-32k-por.mp3"
"Bonnie H. Cordon","saturday-morning",2023,4,0,1,"Nunca perca uma oportunidade de testificar de Cristo","/general-conference/2023/04/12cordon","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1020-bonnie-h-cordon-32k-por.mp3"
"Carl B. Cook","saturday-morning",2023,4,0,2,"Apenas siga em frente — com fé","/general-conference/2023/04/13cook","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1030-carl-b-cook-32k-por.mp3"
"Gerrit W. Gong","saturday-morning",2023,4,0,3,"Ministrar","/general-conference/2023/04/14gong","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1040-gerrit-w-gong-32k-por.mp3"
"Quentin L. Cook","saturday-morning",2023,4,0,4,"Reunidos em segurança no lar celestial","/general-conference/2023/04/15cook","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1050-quentin-l-cook-32k-por.mp3"
"Allen D. Haynie","saturday-morning",2023,4,0,5,"Um profeta vivo para os últimos dias","/general-conference/2023/04/16haynie","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1060-allen-d-haynie-32k-por.mp3"
"Henry B. Eyring","saturday-morning",2023,4,0,6,"Encontrar paz pessoal","/general-conference/2023/04/17eyring","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-1070-henry-b-eyring-32k-por.mp3"
"Dallin H. Oaks","saturday-afternoon",2023,4,1,0,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais","/general-conference/2023/04/21oaks","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-por.mp3"
"Jared B. Larson","saturday-afternoon",2023,4,1,1,"Relatório do Departamento de Auditoria da Igreja referente ao ano de 2022","/general-conference/2023/04/22larson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2020-church-auditing-department-report-2022-32k-por.mp3"
"Dale G. Renlund","saturday-afternoon",2023,4,1,2,"Acessar o poder de Deus por meio dos convênios","/general-conference/2023/04/23renlund","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2030-dale-g-renlund-32k-por.mp3"
"Peter F. Meurs","saturday-afternoon",2023,4,1,3,"Ele podia <em>me</em> curar!","/general-conference/2023/04/24meurs","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2040-peter-f-meurs-32k-por.mp3"
"Randall K. Bennett","saturday-afternoon",2023,4,1,4,"Sua bênção patriarcal — Orientação inspirada do Pai Celestial","/general-conference/2023/04/25bennett","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2050-randall-k-bennett-32k-por.mp3"
"Craig C. Christensen","saturday-afternoon",2023,4,1,5,"“Nada pode haver tão belo e doce como o foi minha alegria”","/general-conference/2023/04/26christensen","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2060-craig-c-christensen-32k-por.mp3"
"Evan A. Schmutz","saturday-afternoon",2023,4,1,6,"Confiança na doutrina de Cristo","/general-conference/2023/04/27schmutz","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2070-evan-a-schmutz-32k-por.mp3"
"Benjamín De Hoyos","saturday-afternoon",2023,4,1,7,"O trabalho de templo e história da família constituem o mesmo trabalho","/general-conference/2023/04/28de-hoyos","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2080-benjamin-de-hoyos-32k-por.mp3"
"Dieter F. Uchtdorf","saturday-afternoon",2023,4,1,8,"Jesus Cristo é a força dos pais","/general-conference/2023/04/29uchtdorf","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-2090-dieter-f-uchtdorf-32k-por.mp3"
"Mark A. Bragg","saturday-evening",2023,4,2,0,"Uma atitude serena como a de Cristo","/general-conference/2023/04/31bragg","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3010-mark-a-bragg-32k-por.mp3"
"Milton Camargo","saturday-evening",2023,4,2,1,"Concentrar-se em Jesus Cristo","/general-conference/2023/04/32camargo","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3020-milton-camargo-32k-por.mp3"
"K. Brett Nattress","saturday-evening",2023,4,2,2,"Eu realmente fui perdoado?","/general-conference/2023/04/33nattress","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3030-k-brett-nattress-32k-por.mp3"
"Juan A. Uceda","saturday-evening",2023,4,2,3,"O Senhor Jesus Cristo nos ensina a ministrar","/general-conference/2023/04/34uceda","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-3040-juan-a-uceda-32k-por.mp3"
"D. Todd Christofferson","sunday-morning",2023,4,3,0,"“Um em Cristo”","/general-conference/2023/04/41christofferson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4010-d-todd-christofferson-32k-por.mp3"
"Camille N. Johnson","sunday-morning",2023,4,3,1,"Jesus Cristo é nossa fonte de alívio","/general-conference/2023/04/42johnson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4020-camille-n-johnson-32k-por.mp3"
"Ulisses Soares","sunday-morning",2023,4,3,2,"Seguidores do Príncipe da Paz","/general-conference/2023/04/43soares","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4030-ulisses-soares-32k-por.mp3"
"Kazuhiko Yamashita","sunday-morning",2023,4,3,3,"Quando receber sua bênção patriarcal","/general-conference/2023/04/44yamashita","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4040-kazuhiko-yamashita-32k-por.mp3"
"Neil L. Andersen","sunday-morning",2023,4,3,4,"Tendo fixado a mente nesse pensamento sobre Jesus Cristo","/general-conference/2023/04/45andersen","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4050-neil-l-andersen-32k-por.mp3"
"Kevin R. Duncan","sunday-morning",2023,4,3,5,"“Uma voz de alegria!”","/general-conference/2023/04/46duncan","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4060-kevin-r-duncan-32k-por.mp3"
"Russell M. Nelson","sunday-morning",2023,4,3,6,"Precisa-se de pacificadores","/general-conference/2023/04/47nelson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-4070-russell-m-nelson-32k-por.mp3"
"Dallin H. Oaks","sunday-afternoon",2023,4,4,0,"Os ensinamentos de Jesus Cristo","/general-conference/2023/04/51oaks","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5010-dallin-h-oaks-32k-por.mp3"
"M. Russell Ballard","sunday-afternoon",2023,4,4,1,"Lembrar-se das coisas que mais importam","/general-conference/2023/04/52ballard","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5020-m-russell-ballard-32k-por.mp3"
"Ronald A. Rasband","sunday-afternoon",2023,4,4,2,"“Hosana ao Deus Altíssimo”","/general-conference/2023/04/53rasband","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5030-ronald-a-rasband-32k-por.mp3"
"Vern P. Stanfill","sunday-afternoon",2023,4,4,3,"A colheita imperfeita","/general-conference/2023/04/54stanfill","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5040-vern-p-stanfill-32k-por.mp3"
"W. Mark Bassett","sunday-afternoon",2023,4,4,4,"Após o quarto dia","/general-conference/2023/04/55bassett","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5050-w-mark-bassett-32k-por.mp3"
"Ahmad S. Corbitt","sunday-afternoon",2023,4,4,5,"“Você sabe por que eu, sendo cristão, acredito em Cristo?”","/general-conference/2023/04/56corbitt","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5060-ahmad-s-corbitt-32k-por.mp3"
"David A. Bednar","sunday-afternoon",2023,4,4,6,"“Tu permanecerás em mim e eu, em ti; portanto, anda comigo”","/general-conference/2023/04/57bednar","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5070-david-a-bednar-32k-por.mp3"
"Russell M. Nelson","sunday-afternoon",2023,4,4,7,"A resposta é sempre Jesus Cristo","/general-conference/2023/04/58nelson","https://media2.ldscdn.org/assets/general-conference/april-2023-general-conference/2023-04-5080-russell-m-nelson-32k-por.mp3"
"Dallin H. Oaks","saturday-morning",2022,10,0,0,"Ajudar os pobres e necessitados","/general-conference/2022/10/18oaks","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1010-dallin-h-oaks-32k-por.mp3"
"Dieter F. Uchtdorf","saturday-morning",2022,10,0,1,"Jesus Cristo é a força dos jovens","/general-conference/2022/10/12uchtdorf","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1020-dieter-f-uchtdorf-32k-por.mp3"
"Tracy Y. Browning","saturday-morning",2022,10,0,2,"Ver mais de Jesus Cristo em nossa vida","/general-conference/2022/10/13browning","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1030-tracy-y-browning-32k-por.mp3"
"Dale G. Renlund","saturday-morning",2022,10,0,3,"Uma estrutura para a revelação pessoal","/general-conference/2022/10/14renlund","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1040-dale-g-renlund-32k-por.mp3"
"Rafael E. Pino","saturday-morning",2022,10,0,4,"Que fazer o bem seja nosso normal","/general-conference/2022/10/15pino","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1050-rafael-e-pino-32k-por.mp3"
"Hugo Montoya","saturday-morning",2022,10,0,5,"O princípio eterno do amor","/general-conference/2022/10/16montoya","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1060-hugo-montoya-32k-por.mp3"
"Ronald A. Rasband","saturday-morning",2022,10,0,6,"Hoje","/general-conference/2022/10/17rasband","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1070-ronald-a-rasband-32k-por.mp3"
"Russell M. Nelson","saturday-morning",2022,10,0,7,"O que é verdade?","/general-conference/2022/10/19nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-1080-russell-m-nelson-32k-por.mp3"
"Henry B. Eyring","saturday-afternoon",2022,10,1,0,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais","/general-conference/2022/10/21eyring","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2010-sustaining-of-general-authorities-area-seventies-and-general-officers-32k-por.mp3"
"M. Russell Ballard","saturday-afternoon",2022,10,1,1,"Seguir Jesus Cristo com passos de fé","/general-conference/2022/10/22ballard","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2020-m-russell-ballard-32k-por.mp3"
"Kristin M. Yee","saturday-afternoon",2022,10,1,2,"“Grinalda por cinza”: O caminho de cura do perdão","/general-conference/2022/10/23yee","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2030-kristin-yee-32k-por.mp3"
"Paul V. Johnson","saturday-afternoon",2022,10,1,3,"Sede aperfeiçoados Nele","/general-conference/2022/10/24johnson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2040-paul-v-johnson-32k-por.mp3"
"Ulisses Soares","saturday-afternoon",2022,10,1,4,"Em parceria com o Senhor","/general-conference/2022/10/25soares","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2050-ulisses-soares-32k-por.mp3"
"James W. McConkie III","saturday-afternoon",2022,10,1,5,"E procuravam ver quem era Jesus","/general-conference/2022/10/26mcconkie","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2060-james-w-mcconkie-iii-32k-por.mp3"
"Jorge F. Zeballos","saturday-afternoon",2022,10,1,6,"Construir uma vida resistente ao adversário","/general-conference/2022/10/27zeballos","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2070-jorge-f-zeballos-32k-por.mp3"
"D. Todd Christofferson","saturday-afternoon",2022,10,1,7,"A doutrina da inclusão","/general-conference/2022/10/28christofferson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-2080-d-todd-christofferson-32k-por.mp3"
"Gérald Caussé","saturday-evening",2022,10,2,0,"Nossa mordomia terrena","/general-conference/2022/10/31causse","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3010-gerald-causse-32k-por.mp3"
"Michelle D. Craig","saturday-evening",2022,10,2,1,"Comprometidos de todo o coração","/general-conference/2022/10/32craig","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3020-michelle-d-craig-32k-por.mp3"
"Kevin W. Pearson","saturday-evening",2022,10,2,2,"Vocês ainda têm o desejo?","/general-conference/2022/10/33pearson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3030-kevin-w-pearson-32k-por.mp3"
"Denelson Silva","saturday-evening",2022,10,2,3,"Coragem para proclamar a verdade","/general-conference/2022/10/34silva","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3040-denelson-silva-32k-por.mp3"
"Neil L. Andersen","saturday-evening",2022,10,2,4,"Aproximar-se do Salvador","/general-conference/2022/10/35andersen","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-3050-neil-l-andersen-32k-por.mp3"
"Jeffrey R. Holland","sunday-morning",2022,10,3,0,"“Levantado na cruz”","/general-conference/2022/10/41holland","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4010-jeffrey-r-holland-32k-por.mp3"
"J. Anette Dennis","sunday-morning",2022,10,3,1,"Seu jugo é suave e Seu fardo é leve","/general-conference/2022/10/42dennis","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4020-j-anette-dennis-32k-por.mp3"
"Gerrit W. Gong","sunday-morning",2022,10,3,2,"Felizes e para sempre","/general-conference/2022/10/43gong","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4030-gerrit-w-gong-32k-por.mp3"
"Joseph W. Sitati","sunday-morning",2022,10,3,3,"Os padrões do discipulado","/general-conference/2022/10/44sitati","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4040-joseph-w-sitati-32k-por.mp3"
"Steven J. Lund","sunday-morning",2022,10,3,4,"Discipulado duradouro","/general-conference/2022/10/45lund","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4050-steven-j-lund-32k-por.mp3"
"David A. Bednar","sunday-morning",2022,10,3,5,"“Veste-te da tua fortaleza, ó Sião”","/general-conference/2022/10/46bednar","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4060-david-a-bednar-32k-por.mp3"
"Russell M. Nelson","sunday-morning",2022,10,3,6,"Vencer o mundo e encontrar descanso","/general-conference/2022/10/47nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-4070-russell-m-nelson-32k-por.mp3"
"Henry B. Eyring","sunday-afternoon",2022,10,4,0,"Um legado de encorajamento","/general-conference/2022/10/51eyring","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5010-henry-b-eyring-32k-por.mp3"
"Ryan K. Olsen","sunday-afternoon",2022,10,4,1,"A resposta é Jesus","/general-conference/2022/10/52olsen","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5020-ryan-k-olsen-32k-por.mp3"
"Jonathan S. Schmitt","sunday-afternoon",2022,10,4,2,"“Que te conheçam”","/general-conference/2022/10/53schmitt","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5030-jonathan-s-schmitt-32k-por.mp3"
"Mark D. Eddy","sunday-afternoon",2022,10,4,3,"“A virtude da palavra”","/general-conference/2022/10/54eddy","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5040-mark-d-eddy-32k-por.mp3"
"Gary E. Stevenson","sunday-afternoon",2022,10,4,4,"Nutrir e prestar seu testemunho","/general-conference/2022/10/55stevenson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5050-gary-e-stevenson-32k-por.mp3"
"Isaac K. Morrison","sunday-afternoon",2022,10,4,5,"Podemos lidar com as dificuldades por meio Dele!","/general-conference/2022/10/56morrison","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5060-isaac-k-morrison-32k-por.mp3"
"Quentin L. Cook","sunday-afternoon",2022,10,4,6,"Fidelidade a Deus e à Sua obra","/general-conference/2022/10/57cook","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5070-quentin-l-cook-32k-por.mp3"
"Russell M. Nelson","sunday-afternoon",2022,10,4,7,"Concentrem-se no templo","/general-conference/2022/10/58nelson","https://media2.ldscdn.org/assets/general-conference/october-2022-general-conference/2022-10-5080-russell-m-nelson-32k-por.mp3"
"Russell M. Nelson","saturday-morning",2022,4,0,0,"Pregar o evangelho da paz","/general-conference/2022/04/11nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1010-russell-m-nelson-32k-por.mp3"
"M. Russell Ballard","saturday-morning",2022,4,0,1,"O serviço missionário abençoou minha vida para sempre","/general-conference/2022/04/12ballard","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1020-m-russell-ballard-32k-por.mp3"
"Reyna I. Aburto","saturday-morning",2022,4,0,2,"<em>Nós</em> somos A Igreja de Jesus Cristo dos Santos dos Últimos Dias","/general-conference/2022/04/13aburto","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1030-reyna-i-aburto-32k-por.mp3"
"David A. Bednar","saturday-morning",2022,4,0,3,"“Nós, porém, não lhes demos atenção”","/general-conference/2022/04/14bednar","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1040-david-a-bednar-32k-por.mp3"
"Neil L. Andersen","saturday-morning",2022,4,0,4,"Seguir a Jesus: Ser um pacificador","/general-conference/2022/04/15andersen","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1050-neil-l-andersen-32k-por.mp3"
"Eduardo Gavarret","saturday-morning",2022,4,0,5,"Uma vigorosa mudança de coração; “Nada mais tenho a lhe dar”","/general-conference/2022/04/16gavarret","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1060-eduardo-gavarret-32k-por.mp3"
"Larry S. Kacher","saturday-morning",2022,4,0,6,"Escada da fé","/general-conference/2022/04/17kacher","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1070-larry-s-kacher-32k-por.mp3"
"Henry B. Eyring","saturday-morning",2022,4,0,7,"Firmes em meio às tempestades","/general-conference/2022/04/18eyring","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-1080-henry-b-eyring-32k-por.mp3"
"Jeffrey R. Holland","saturday-afternoon",2022,4,1,2,"Não temam; creiam somente","/general-conference/2022/04/23holland","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2030-jeffrey-r-holland-32k-por.mp3"
"Patrick Kearon","saturday-afternoon",2022,4,1,3,"Ele Ressuscitou e trará cura debaixo das suas asas: Podemos ser mais do que vencedores","/general-conference/2022/04/24kearon","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2040-patrick-kearon-32k-por.mp3"
"Marcos A. Aidukaitis","saturday-afternoon",2022,4,1,4,"Eleva o coração e regozija-te","/general-conference/2022/04/25aidukaitis","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2050-marcos-a-aidukaitis-32k-por.mp3"
"Gerrit W. Gong","saturday-afternoon",2022,4,1,5,"Cada um de nós tem uma história","/general-conference/2022/04/26gong","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2060-gerrit-w-gong-32k-por.mp3"
"Adrián Ochoa","saturday-afternoon",2022,4,1,6,"O plano está funcionando?","/general-conference/2022/04/27ochoa","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2070-adrian-ochoa-32k-por.mp3"
"Kevin S. Hamilton","saturday-afternoon",2022,4,1,7,"“Então farei com que as coisas fracas se tornem fortes”","/general-conference/2022/04/28hamilton","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2080-kevin-s-hamilton-32k-por.mp3"
"Quentin L. Cook","saturday-afternoon",2022,4,1,8,"Converter-se à vontade de Deus","/general-conference/2022/04/29cook","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-2090-quentin-l-cook-32k-por.mp3"
"Dallin H. Oaks","women's",2022,4,2,0,"Introdução","/general-conference/2022/04/31oaks","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3010-dallin-h-oaks-32k-por.mp3"
"Susan H. Porter","women's",2022,4,2,1,"Lições da fonte","/general-conference/2022/04/32porter","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3020-susan-h-porter-32k-por.mp3"
"Rebecca L. Craven","women's",2022,4,2,2,"Fazer o que mais importa","/general-conference/2022/04/33craven","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3030-rebecca-l-craven-32k-por.mp3"
"Jean B. Bingham","women's",2022,4,2,4,"Os convênios que fazemos com Deus nos fortalecem, protegem e preparam para a glória eterna","/general-conference/2022/04/35bingham","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3050-jean-b-bingham-32k-por.mp3"
"Dale G. Renlund","women's",2022,4,2,5,"Sua natureza divina e seu destino eterno","/general-conference/2022/04/36renlund","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-3060-dale-g-renlund-32k-por.mp3"
"D. Todd Christofferson","sunday-morning",2022,4,3,0,"Nosso relacionamento com Deus","/general-conference/2022/04/41christofferson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4010-d-todd-christofferson-32k-por.mp3"
"Amy A. Wright","sunday-morning",2022,4,3,1,"Cristo restaura o que está destruído","/general-conference/2022/04/42wright","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4020-amy-a-wright-32k-por.mp3"
"Gary E. Stevenson","sunday-morning",2022,4,3,2,"Amar, compartilhar, convidar","/general-conference/2022/04/43stevenson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4030-gary-e-stevenson-32k-por.mp3"
"Michael T. Ringwood","sunday-morning",2022,4,3,3,"Porque Deus nos amou de tal maneira","/general-conference/2022/04/44ringwood","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4040-michael-t-ringwood-32k-por.mp3"
"Ronald A. Rasband","sunday-morning",2022,4,3,4,"Curar o mundo","/general-conference/2022/04/45rasband","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4050-ronald-a-rasband-32k-por.mp3"
"Hugo E. Martinez","sunday-morning",2022,4,3,5,"Ensinar autossuficiência às crianças e aos jovens","/general-conference/2022/04/46martinez","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4060-hugo-e-martinez-32k-por.mp3"
"Russell M. Nelson","sunday-morning",2022,4,3,6,"O poder do ímpeto espiritual","/general-conference/2022/04/47nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-4070-russell-m-nelson-32k-por.mp3"
"Dallin H. Oaks","sunday-afternoon",2022,4,4,0,"O amor divino no plano do Pai","/general-conference/2022/04/51oaks","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5010-dallin-h-oaks-32k-por.mp3"
"Adeyinka A. Ojediran","sunday-afternoon",2022,4,4,1,"O caminho do convênio: A jornada para a vida eterna","/general-conference/2022/04/52ojediran","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5020-adeyinka-a-ojediran-32k-por.mp3"
"Jörg Klebingat","sunday-afternoon",2022,4,4,2,"Discipulado valente nos últimos dias","/general-conference/2022/04/53klebingat","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5030-jrg-klebingat-32k-por.mp3"
"Mark L. Pace","sunday-afternoon",2022,4,4,3,"Nosso objetivo é a conversão","/general-conference/2022/04/54pace","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5040-mark-l-pace-32k-por.mp3"
"Ulisses Soares","sunday-afternoon",2022,4,4,4,"Maravilhar-se com Cristo e Seu evangelho","/general-conference/2022/04/55soares","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5050-ulisses-soares-32k-por.mp3"
"Randy D. Funk","sunday-afternoon",2022,4,4,5,"Entrar no rebanho de Deus","/general-conference/2022/04/56funk","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5060-randy-d-funk-32k-por.mp3"
"Dieter F. Uchtdorf","sunday-afternoon",2022,4,4,6,"Ofertar sinceramente tudo o que temos","/general-conference/2022/04/57uchtdorf","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5070-dieter-f-uchtdorf-32k-por.mp3"
"Russell M. Nelson","sunday-afternoon",2022,4,4,7,"Agora é o momento","/general-conference/2022/04/58nelson","https://media2.ldscdn.org/assets/general-conference/april-2022-general-conference/2022-04-5080-russell-m-nelson-32k-por.mp3"
"Russell M. Nelson","saturday-morning",2021,10,0,0,"Verdade pura, doutrina pura e revelação pura","/general-conference/2021/10/11nelson","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1010-russell-m-nelson-32k-por.mp3"
"Jeffrey R. Holland","saturday-morning",2021,10,0,1,"O maior de todos os bens","/general-conference/2021/10/12holland","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1020-jeffrey-r-holland-32k-por.mp3"
"Bonnie H. Cordon","saturday-morning",2021,10,0,2,"Acheguem-se a Cristo, mas não sozinhos","/general-conference/2021/10/13cordon","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1030-bonnie-h-cordon-32k-por.mp3"
"Ulisses Soares","saturday-morning",2021,10,0,3,"A eterna compaixão do Salvador","/general-conference/2021/10/14soares","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1040-ulisses-soares-32k-por.mp3"
"D. Todd Christofferson","saturday-morning",2021,10,0,4,"O amor de Deus","/general-conference/2021/10/15christofferson","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1050-d-todd-christofferson-32k-por.mp3"
"Clark G. Gilbert","saturday-morning",2021,10,0,5,"Tornar-se melhor em Cristo: A parábola do coeficiente angular","/general-conference/2021/10/16gilbert","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1060-clark-g-gilbert-32k-por.mp3"
"Patricio M. Giuffra","saturday-morning",2021,10,0,6,"Uma busca fiel recompensada","/general-conference/2021/10/17giuffra","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1070-patricio-m-giuffra-32k-por.mp3"
"Dallin H. Oaks","saturday-morning",2021,10,0,7,"A necessidade de pertencermos a uma Igreja","/general-conference/2021/10/18oaks","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-1080-dallin-h-oaks-32k-por.mp3"
"David A. Bednar","saturday-afternoon",2021,10,1,1,"“Com o poder de Deus, em grande glória”","/general-conference/2021/10/22bednar","https://media2.ldscdn.org/assets/general-conference/october-2021-general-conference/2021-10-2020-david-a-bednar-32k-por.mp3"
